E35Title_id	permalink	type	label_it	label_en	value
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq137/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq137/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il doganiere Rousseau e gli altri. 8.3.1961 ; Pierre Reverdy : 1917. 15.3.961"""	"Title, ""Il doganiere Rousseau e gli altri. 8.3.1961 ; Pierre Reverdy : 1917. 15.3.961"""	Il doganiere Rousseau e gli altri. 8.3.1961 ; Pierre Reverdy : 1917. 15.3.961
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1956/rdq33/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1956/rdq33/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Progetti di novelle (o racconti) : gennaio 1956"""	"Title, ""Progetti di novelle (o racconti) : gennaio 1956"""	Progetti di novelle (o racconti) : gennaio 1956
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1976/rdq301/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1976/rdq301/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Carlo Carra via Vivaio, 16. 1976"""	"Title, ""Carlo Carra via Vivaio, 16. 1976"""	Carlo Carra via Vivaio, 16. 1976
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1955/rdq25/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1955/rdq25/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Varie. 1953"""	"Title, ""Varie. 1953"""	Varie. 1953
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq117/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq117/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La villeggiante di San Luca. 6.4.1960 ; Campo di ebrei. 25.4.960 ; Il taccuino del volontario. 3.5.960"""	"Title, ""La villeggiante di San Luca. 6.4.1960 ; Campo di ebrei. 25.4.960 ; Il taccuino del volontario. 3.5.960"""	La villeggiante di San Luca. 6.4.1960 ; Campo di ebrei. 25.4.960 ; Il taccuino del volontario. 3.5.960
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq56/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq56/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Dino Campana quarant'anni dopo : (la fortuna di Campana). (Pasqua) aprile 1957"""	"Title, ""Dino Campana quarant'anni dopo : (la fortuna di Campana). (Pasqua) aprile 1957"""	Dino Campana quarant'anni dopo : (la fortuna di Campana). (Pasqua) aprile 1957
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1972/rdq275/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1972/rdq275/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Topografia di un quartiere : racconto. 21.6.72 ; Ingresso a Ferrara. 27.6.72 ; Una favola : racconto. 4.7.72"""	"Title, ""Topografia di un quartiere : racconto. 21.6.72 ; Ingresso a Ferrara. 27.6.72 ; Una favola : racconto. 4.7.72"""	Topografia di un quartiere : racconto. 21.6.72 ; Ingresso a Ferrara. 27.6.72 ; Una favola : racconto. 4.7.72
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1954/rdq11/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1954/rdq11/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""A proposito delle Lettere di condannati a morte. Agosto 1954"""	"Title, ""A proposito delle Lettere di condannati a morte. Agosto 1954"""	A proposito delle Lettere di condannati a morte. Agosto 1954
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1969/rdq254/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1969/rdq254/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Luca orologiaio : racconto. 21.7.969 ; Le sorelle. 31.8.969"""	"Title, ""Luca orologiaio : racconto. 21.7.969 ; Le sorelle. 31.8.969"""	Luca orologiaio : racconto. 21.7.969 ; Le sorelle. 31.8.969
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq134/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq134/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Blaise Cendras : ""la conferenza"""""	"Title, ""Blaise Cendras : ""la conferenza"""""	"Blaise Cendras : ""la conferenza"""
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq86/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq86/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Sotto Villa Aldini. (Agosto 1958) ; I viaggi di Brandi. (8.9.58)"""	"Title, ""Sotto Villa Aldini. (Agosto 1958) ; I viaggi di Brandi. (8.9.58)"""	Sotto Villa Aldini. (Agosto 1958) ; I viaggi di Brandi. (8.9.58)
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq114/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq114/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Sbarbaro, come pittore. (Il 10.2.960) ; Una sera di carnevale. (18.2.960)"""	"Title, ""Sbarbaro, come pittore. (Il 10.2.960) ; Una sera di carnevale. (18.2.960)"""	Sbarbaro, come pittore. (Il 10.2.960) ; Una sera di carnevale. (18.2.960)
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1962/rdq165/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1962/rdq165/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La morte di Pascal. 30.8.62"""	"Title, ""La morte di Pascal. 30.8.62"""	La morte di Pascal. 30.8.62
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1962/rdq168/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1962/rdq168/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La Cronaca Bottrigari. 21.11.1962 ; ""Frontespizio"" per il Compianto della citta di Parigi. 24.11.962 ; La raccolta Berenson. 28.11.962 ; Il Giacometti di Palma Bucarelli. 2.12.1962"""	"Title, ""La Cronaca Bottrigari. 21.11.1962 ; ""Frontespizio"" per il Compianto della citta di Parigi. 24.11.962 ; La raccolta Berenson. 28.11.962 ; Il Giacometti di Palma Bucarelli. 2.12.1962"""	"La Cronaca Bottrigari. 21.11.1962 ; ""Frontespizio"" per il Compianto della citta di Parigi. 24.11.962 ; La raccolta Berenson. 28.11.962 ; Il Giacometti di Palma Bucarelli. 2.12.1962"
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1972/rdq284/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1972/rdq284/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La bambina che dipinge : racconto. 14.4.1972 ; La Chiave Regina : racconto. 20.4.1972"""	"Title, ""La bambina che dipinge : racconto. 14.4.1972 ; La Chiave Regina : racconto. 20.4.1972"""	La bambina che dipinge : racconto. 14.4.1972 ; La Chiave Regina : racconto. 20.4.1972
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1966/rdq224/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1966/rdq224/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Kobilek di Ardengo Soffici. 31.5.1966 ; Stendhal e la pittura italiana"""	"Title, ""Kobilek di Ardengo Soffici. 31.5.1966 ; Stendhal e la pittura italiana"""	Kobilek di Ardengo Soffici. 31.5.1966 ; Stendhal e la pittura italiana
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1974/rdq295/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1974/rdq295/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Francesco Arcangeli nel trigesimo della morte. 27 febbraio 1974"""	"Title, ""Francesco Arcangeli nel trigesimo della morte. 27 febbraio 1974"""	Francesco Arcangeli nel trigesimo della morte. 27 febbraio 1974
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1954/rdq13/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1954/rdq13/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Rimbaud. Novembre 1954"""	"Title, ""Rimbaud. Novembre 1954"""	Rimbaud. Novembre 1954
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq95/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq95/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""L'otto di spade. (16.1.1959) ; I quarant'anni della Ronda. (2.2.959)"""	"Title, ""L'otto di spade. (16.1.1959) ; I quarant'anni della Ronda. (2.2.959)"""	L'otto di spade. (16.1.1959) ; I quarant'anni della Ronda. (2.2.959)
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1956/rdq45/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1956/rdq45/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Progetti lavori per la Radio ; La valigia delle Indie. Luglio e agosto 1956"""	"Title, ""Progetti lavori per la Radio ; La valigia delle Indie. Luglio e agosto 1956"""	Progetti lavori per la Radio ; La valigia delle Indie. Luglio e agosto 1956
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq119/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq119/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il viaggio del Canova. 12.5.960 ; Gli amici a pranzo. 22.5.60 ; La cestina del gelato. 7.6.60"""	"Title, ""Il viaggio del Canova. 12.5.960 ; Gli amici a pranzo. 22.5.60 ; La cestina del gelato. 7.6.60"""	Il viaggio del Canova. 12.5.960 ; Gli amici a pranzo. 22.5.60 ; La cestina del gelato. 7.6.60
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1964/rdq198/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1964/rdq198/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Julio Gonzalez scultore. 2.9.64"""	"Title, ""Julio Gonzalez scultore. 2.9.64"""	Julio Gonzalez scultore. 2.9.64
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq175/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq175/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La Certosa di Modena : (Delfini - Stendhal). 7.3.63 ; Il pittore bolognese Athos Casarini. 16.3.63"""	"Title, ""La Certosa di Modena : (Delfini - Stendhal). 7.3.63 ; Il pittore bolognese Athos Casarini. 16.3.63"""	La Certosa di Modena : (Delfini - Stendhal). 7.3.63 ; Il pittore bolognese Athos Casarini. 16.3.63
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq55/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq55/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Varie e Valigia. 10 aprile 1957"""	"Title, ""Varie e Valigia. 10 aprile 1957"""	Varie e Valigia. 10 aprile 1957
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq94/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq94/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Le chiese nella citta. 9.1.1959"""	"Title, ""Le chiese nella citta. 9.1.1959"""	Le chiese nella citta. 9.1.1959
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq105/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq105/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Storie d'amore. 28.6.1959 ; Il caso ""Henri Michaux"". 10.7.959"""	"Title, ""Storie d'amore. 28.6.1959 ; Il caso ""Henri Michaux"". 10.7.959"""	"Storie d'amore. 28.6.1959 ; Il caso ""Henri Michaux"". 10.7.959"
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq89/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq89/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il fantasma di Dada. 14 novembre 1958 ; Fine di settembre a Zurigo. 21.11.58"""	"Title, ""Il fantasma di Dada. 14 novembre 1958 ; Fine di settembre a Zurigo. 21.11.58"""	Il fantasma di Dada. 14 novembre 1958 ; Fine di settembre a Zurigo. 21.11.58
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq187/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq187/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""L'anno di Delacroix, il '63. 26.10.1963 ; Colloqui con Berenson. 7.11.63 ; Gli inglesi a Firenze : (i disegni di Horm). 12.11.63"""	"Title, ""L'anno di Delacroix, il '63. 26.10.1963 ; Colloqui con Berenson. 7.11.63 ; Gli inglesi a Firenze : (i disegni di Horm). 12.11.63"""	L'anno di Delacroix, il '63. 26.10.1963 ; Colloqui con Berenson. 7.11.63 ; Gli inglesi a Firenze : (i disegni di Horm). 12.11.63
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq70/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq70/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Varie"""	"Title, ""Varie"""	Varie
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq64/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq64/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Le poesie di Pasternak ; Diario fiammingo ; Contemporanei di Baudelaire. Settembre 1957"""	"Title, ""Le poesie di Pasternak ; Diario fiammingo ; Contemporanei di Baudelaire. Settembre 1957"""	Le poesie di Pasternak ; Diario fiammingo ; Contemporanei di Baudelaire. Settembre 1957
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1965/rdq202/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1965/rdq202/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il fiume nella citta. 8.1.965"""	"Title, ""Il fiume nella citta. 8.1.965"""	Il fiume nella citta. 8.1.965
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq61/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq61/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Varie. 16 luglio 957"""	"Title, ""Varie. 16 luglio 957"""	Varie. 16 luglio 957
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq122/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1960/rdq122/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Quattro litografie di Soffici"""	"Title, ""Quattro litografie di Soffici"""	Quattro litografie di Soffici
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1970/rdq262/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1970/rdq262/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La scarpetta di porcellana : racconto. 16.6.1970"""	"Title, ""La scarpetta di porcellana : racconto. 16.6.1970"""	La scarpetta di porcellana : racconto. 16.6.1970
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq82/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq82/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Charles Peguy : (Valigia) ; L'album dei mille. Giugno 1958"""	"Title, ""Charles Peguy : (Valigia) ; L'album dei mille. Giugno 1958"""	Charles Peguy : (Valigia) ; L'album dei mille. Giugno 1958
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1968/rdq237/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1968/rdq237/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La signorina Mercedes. 12.1.1968 ; Deserto sulla terra. 27.1.1968"""	"Title, ""La signorina Mercedes. 12.1.1968 ; Deserto sulla terra. 27.1.1968"""	La signorina Mercedes. 12.1.1968 ; Deserto sulla terra. 27.1.1968
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq141/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1961/rdq141/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Le sculture di Daumier. 21.5.961 ; Un uomo intraprendente. 25.5.961"""	"Title, ""Le sculture di Daumier. 21.5.961 ; Un uomo intraprendente. 25.5.961"""	Le sculture di Daumier. 21.5.961 ; Un uomo intraprendente. 25.5.961
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq188/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1963/rdq188/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Giuseppe Gioacchino Belli : (1791-1863) ; Conto aperto con Andre Gide"""	"Title, ""Giuseppe Gioacchino Belli : (1791-1863) ; Conto aperto con Andre Gide"""	Giuseppe Gioacchino Belli : (1791-1863) ; Conto aperto con Andre Gide
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq66/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1957/rdq66/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Articoli vari. (Novembre 1957)"""	"Title, ""Articoli vari. (Novembre 1957)"""	Articoli vari. (Novembre 1957)
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1970/rdq260/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1970/rdq260/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Le parole : racconto. 5.3.1970 ; Mezzo secolo di ricordi. 10.3.1970 ; Lo scultore toscano : (V. Venturi). 14.3.1970"""	"Title, ""Le parole : racconto. 5.3.1970 ; Mezzo secolo di ricordi. 10.3.1970 ; Lo scultore toscano : (V. Venturi). 14.3.1970"""	Le parole : racconto. 5.3.1970 ; Mezzo secolo di ricordi. 10.3.1970 ; Lo scultore toscano : (V. Venturi). 14.3.1970
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq98/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1959/rdq98/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959)"""	"Title, ""Il tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959)"""	Il tempo degli aeroplani ; Le Memorie di Casanova. (Marzo 1959)
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq83/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq83/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Il Barocci a via della Lungara ; Il panierone di Cuccoli. Luglio 1958"""	"Title, ""Il Barocci a via della Lungara ; Il panierone di Cuccoli. Luglio 1958"""	Il Barocci a via della Lungara ; Il panierone di Cuccoli. Luglio 1958
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq76/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1958/rdq76/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Le lettere di Campana e di Sibilla : 2. articolo ; Neve di marzo : (Cocteau). Marzo 1958"""	"Title, ""Le lettere di Campana e di Sibilla : 2. articolo ; Neve di marzo : (Cocteau). Marzo 1958"""	Le lettere di Campana e di Sibilla : 2. articolo ; Neve di marzo : (Cocteau). Marzo 1958
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1973/rdq288/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1973/rdq288/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""L'ovo di Colombo : (taccuini) ; Idea dell'Italia. 31.7.73 ; Un amico se ne va. 6.8.73 ; L'officina. 12.8.73"""	"Title, ""L'ovo di Colombo : (taccuini) ; Idea dell'Italia. 31.7.73 ; Un amico se ne va. 6.8.73 ; L'officina. 12.8.73"""	L'ovo di Colombo : (taccuini) ; Idea dell'Italia. 31.7.73 ; Un amico se ne va. 6.8.73 ; L'officina. 12.8.73
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1955/rdq24/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1955/rdq24/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""La valigia delle Indie. Aprile, maggio 1955"""	"Title, ""La valigia delle Indie. Aprile, maggio 1955"""	La valigia delle Indie. Aprile, maggio 1955
https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1975/rdq299/title	https://w3id.org/ficlitdl/giuseppe-raimondi-fonds/a/notebooks/1/1975/rdq299/title	https://w3id.org/ficlitdl/title-type/proper	"Titolo, ""Come fini un autoritratto di Giorgio Morandi. (1975)"""	"Title, ""Come fini un autoritratto di Giorgio Morandi. (1975)"""	Come fini un autoritratto di Giorgio Morandi. (1975)
